nuts2_code,country,Environmental_Health,Food_Physical_Health,Housing,Transportation,Financial_Institution_Access,Insurance_Access,Broadband_Access,Research_University_Density,RD_Facility_Density,Community_College_Density,No_Highschool_Completion,Mean_Years_Schooling,Preschool_Enrollment,Juvenile_Felony_Rates,Higher_Ed_Enrollment,Disconnected_Youth,Economic_Connectedness,Social_Clustering,Support_Network_Ratios,Civic_Organization_Density,Real_GDP,GDP_Growth,GDP_per_capita,Jobs_Productivity,Worker_Productivity,Total_Jobs,Youth_Employment,Employment_Population_Ratio,High_Skill_Jobs,Overall_Unemployment,Youth_Unemployment_Gap,Labor_Force_Participation,Youth_Participation_Gap,Median_Earnings,Gender_Earnings_Gap
CZ05,CZ,28.301946470083863,24.4279414932559,52.30928741151038,47.82849675013098,74.96127990899099,5.810457279759729,71.12375837205806,22.70763658591917,30.654924615137503,31.53816602414421,4.792361931074818,41.35423262464092,37.599128787814706,32.13602571828776,14.631796146719056,40.61215532498308,95.6261536984759,27.97325526943607,73.97026252309203,87.52223984677154,83.91089533989945,60.974989401858046,91.23695465671952,78.10548276355462,68.06307528120476,2.6598001645142255,63.41750630671422,71.88189305095058,39.374934738433154,76.36554799707064,35.899667586072546,7.8354832484009656,50.0666659493205,56.303077243565625,7.457991870226477
CZ06,CZ,90.94898626701581,94.86253945629053,41.917101570183405,47.70899512189746,41.034365552512355,26.816432618789076,75.66973244462888,10.871537215595406,56.47038719492355,67.90907701724466,40.79926616143011,80.80231773428412,80.90842046936757,17.565908603154533,72.58426062479167,61.111016682237285,90.06433532279216,62.70853711142534,23.413094534716873,82.29147569087289,31.253805157562788,3.258224381381014,47.93747408743207,12.048893690680407,49.11942779826376,68.2076698597011,2.0422277625059992,3.6830747542468623,49.37589912753769,32.99278881010335,23.499722924901135,24.020310759534148,76.49203429582334,18.99000772155388,83.36678133712026
CZ07,CZ,23.063025908065494,22.83581526600479,65.8052545454096,8.479076194672508,60.84302394094703,42.01445247828913,45.22058325886078,16.352803144276674,39.51562123084991,81.92250645323229,96.16068975168285,52.936348495637105,37.86412715233729,52.946752083426674,75.89302007591012,62.39924600614836,38.732707081453185,76.50154227953533,77.10643862495537,40.372810150685176,23.335272100565884,8.97734259514481,29.443393827906483,4.801744638855865,19.908066141392844,48.14951596635492,76.69576416091509,55.556152856107886,69.43453630358587,24.56606894809208,26.62168227454006,73.43817744802331,47.19745518486182,8.692659845990946,43.802054749997644
CZ08,CZ,77.33549899865525,53.54244801587128,46.669729370407275,76.15151875594084,9.125417703585292,97.83422477742914,92.6553821994492,23.450737263718857,39.39330276921022,64.39017959714643,94.90214159182206,6.729749140665109,68.43036069965969,5.981820901720392,57.242207841278656,27.238341057399083,7.155132685929977,11.653569366571537,6.961591699019854,67.25408624680627,16.470180378334188,54.502647510359395,45.422131263351595,95.52055328546759,1.1474318036925224,91.43410206392556,42.65533441809097,40.28085565606136,5.774156253417118,56.18304660749415,29.55149449590587,37.65530477871909,38.69161383270912,33.74126155943221,3.9049200869785805
DE11,DE,55.951349406685814,73.57853853430288,20.169885673819486,73.42484299796494,23.675925370946626,35.11043972658996,35.08401575695616,27.00664431759855,1.0355618086058338,98.52937454051856,10.761569332909737,99.33201117965092,98.05425719241843,22.743974539846445,28.4281802742955,82.05453810974699,85.46083075763721,38.3548598065849,48.87201914774892,44.71040615141035,61.12289521631873,49.98702056448974,0.9864609223604104,95.71449484324187,1.334588373346035,94.9564503757237,19.751393478657885,93.96651166840535,95.08947741137739,37.51389846893348,66.23704033525564,89.79786934960778,72.6454090531168,36.676165146911785,72.5499651709459
DE12,DE,74.17870921707008,41.916265629552015,9.646631118201698,84.50383542369093,62.6643894135568,64.50268821337757,78.15893614510554,4.63214779718748,99.76505519451882,75.24599777162878,24.430303816323363,18.725410058576987,54.454181931047785,46.26986893301515,23.42274223147299,73.98120664866808,25.7216186485814,68.2211943460836,44.72087048674499,1.8364116671473751,31.40130600814527,39.34546036444391,49.02449541994115,31.849496161724243,66.77449343534272,25.179371839328045,42.67348383751086,98.56492493255857,92.19394909986754,73.41731901667136,63.155355840189074,29.17934337222793,63.28663567162649,36.89368289863387,29.60475619521995
DE13,DE,80.73435943736968,4.386880965868256,92.80558583561887,65.88832720629941,65.0287459163309,13.357784005061578,22.481139565715512,95.23694526037376,0.44714113796550103,73.36798908246685,5.8194984311911835,9.442848034543339,68.28891717742074,10.214216910333029,59.7529659762426,78.75785981280096,18.25447255780147,11.805603069564686,25.145667384339255,42.72749014456269,16.558661440530543,53.05278251525129,32.9253571853493,57.84489532546263,7.429228720512581,10.187910297281421,8.806428908593656,63.39890846976925,96.91592069008685,64.94220402448221,67.91060723699212,75.27668316650094,92.20817531074364,66.49938376174211,39.87599682816515
DE14,DE,11.238903692540415,16.88828323881719,81.2154938789601,32.12906238666383,25.488326545853024,11.995424617034868,11.194780203156663,69.79736936806206,40.948612816568044,35.29428079491122,17.08254325162394,87.71766669056578,76.19068711641413,2.320126390374011,42.14410936276105,73.28604754372333,75.30264470983148,53.522892248199064,39.085074758547066,42.12481868681203,56.556350564811275,37.83305838247011,21.575101853400945,0.9119730684107763,11.358481251969444,97.60267936249811,5.301367940570023,83.04205153315884,83.97190834997855,36.38796047703474,70.50138613274237,2.8226425152101497,25.05899566643439,34.61314170408512,38.360983960559224
DE21,DE,86.98717385283,60.48599045318424,31.985115264721063,36.54712702433531,99.92194132876497,58.74171280278523,82.25537776849217,51.940449592153236,99.39291390888198,15.355307862776513,97.6175350645598,69.66324907066227,75.36126717450038,69.76887852864164,70.18254227352615,9.766723877320993,96.34032122220468,32.023874857593185,10.497521690869993,46.014864664691565,33.88527771139498,50.60371327994727,84.39174448768733,97.72949681003436,99.81408801543456,89.08863784445593,47.5367458442925,95.33840573332807,58.37519928403142,71.64699132942644,59.346199942567125,5.655821532822469,43.897103212630064,50.08273956654421,41.137586561172455
DE22,DE,57.42742715539124,45.58640125545177,84.1452529649893,46.210078339048046,81.34311784761243,38.36032217937064,27.156785135142325,22.521459789756314,60.42500150345993,39.712338246666924,49.63043013627894,79.4872342305589,0.6185781877022234,33.7369106102586,82.46403731552584,97.76046679611913,51.49586039424935,50.74093813051286,96.81608349146218,32.80329097691534,54.0202626682586,22.699496889153224,66.0180671656143,41.23502720949834,39.10402635011556,62.14334051253042,7.661617016790679,88.54207026042454,40.88028781826535,88.34708626819786,24.989581961805417,99.99567748394136,7.8504515684357905,17.37954085056328,77.92363382689595
DE23,DE,34.40559547051567,7.423613597035217,94.60320523856181,2.6858005112121552,10.004989997360491,14.899045401233046,85.68388958520603,9.904557444652994,42.47346423424141,15.86759995664827,91.424793987189,61.77143304024894,27.831688360607785,32.06626206006137,28.684866164211975,95.4643131577064,26.459596424240218,54.33466337179579,3.3201998949790257,36.22526656321544,52.091929133569415,97.01564280675711,30.342808162835922,92.6566224364582,35.9867698447485,56.71014043438406,41.218709667665344,6.935844746101916,42.449040409034666,5.087431691686007,91.78868280329752,92.57449009133408,12.666230504659593,7.69394950411214,47.414386912129316
DE24,DE,39.83079852234701,42.55734098087761,52.948809120313136,0.6652899135687673,20.014942519678492,18.02177177429154,20.109609026231645,18.58225759335026,49.7625330324197,54.661818220572265,11.690038473296394,66.70057087781991,24.84901139228638,56.07460192048743,81.16823780977546,43.287582396080225,49.58087849754796,59.458666728093256,44.86936857211976,65.28819411477139,85.8344068235167,54.771511172463775,11.943510154481885,67.44048313570258,75.6097534444143,36.03383146146062,88.10573531786667,46.09939853291641,83.67962896597622,36.139618209273536,20.26450815994223,30.51836517507023,44.632533017705555,82.5817736091337,3.771883994737568
DE25,DE,81.45801904539654,96.65222256602539,39.324705932505644,93.310550770912,56.17369186215887,80.79804546903397,73.7313768925346,19.956363852372405,66.55899423949234,84.13089119559055,61.62832141850757,4.060829962619017,71.30594154267924,63.202222127155,12.71547054269747,44.46416020953738,97.70303849804236,38.284003716462614,88.71185462632857,26.705524115935788,25.012528501119892,26.574878183827032,75.39475987159602,97.5380642823776,93.86993982314871,84.81807931001964,73.22984720889251,81.06217672413342,65.95297918101176,98.95137116886151,81.81452666696887,39.366263602376186,16.82427103075288,20.57689339204304,62.10404491144794
